Restaurant ID,Restaurant Name,Country Code,Avg. daily orders,City,Country,Address,Locality,Locality Verbose, Longitude , Latitude ,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Percentage online orders,Desserts,Café Flag,Alcohol,Price range,Q1,Q2,Q3,Q4,Aggregate,Votes
17621834,Monterrey Mexican Restaurant,216,43,Sioux City,United States,"3138 Singing Hills Blvd, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.37,42.44,Mexican,10,Dollar($),No,No,,,,,1,3.8,3.5,3.7,3.8,3.7,117
17621869,Rebos,216,23,Sioux City,United States,"1107 4th St, Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4,42.49,"Caribbean, Mexican, Cajun",25,Dollar($),No,No,,,,,2,3.5,3.3,3.8,4.6,3.8,187
17621960,Tokyo Japanese Steakhouse & Sushi Bar,216,42,Sioux City,United States,"4567 Southern Hills Drive, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.35,42.44,"Japanese, Steak, Sushi",40,Dollar($),No,No,,,,,3,3.6,3.9,3.4,4.7,3.9,239
17621746,Diamond Thai Cuisine,216,43,Sioux City,United States,"515 W 7th St, Sioux City, IA 51103",Sioux City,"Sioux City, Sioux City",-96.41,42.5,"Asian, Thai, Vegetarian",10,Dollar($),No,No,,,,,1,3.5,3.6,3.9,5,4,303
17621755,El Fredo Pizza,216,40,Sioux City,United States,"523 W 19th St, Sioux City, IA 51103",Sioux City,"Sioux City, Sioux City",-96.42,42.51,Pizza,40,Dollar($),No,No,,,,,3,3.5,3.7,4,4.8,4,280
17621946,Trattoria Fresco,216,29,Sioux City,United States,"416 Jackson St., Sioux City, IA 51101",Sioux City,"Sioux City, Sioux City",-96.4,42.49,Italian,25,Dollar($),No,No,,,,,2,4.3,3.8,3.5,4.4,4,271
17621552,Kahills Steak-Fish Chophouse,216,34,Sioux City,United States,"385 E 4th St, South Sioux City, IA 68776",South Sioux City,"South Sioux City, Sioux City",-96.41,42.49,"American, Seafood, Steak",70,Dollar($),No,No,,,,1,4,3.4,3.5,3.6,3.5,3.5,58
17096140,Rumba Island Bar & Grill,216,43,Tampa Bay,United States,"1800 Gulf To Bay Blvd, Clearwater, FL 33765",Clearwater,"Clearwater, Tampa Bay",-82.76,27.96,"BBQ, Caribbean, Seafood",25,Dollar($),No,No,,,,,2,4.6,4.6,4.6,4.6,4.6,1321
17099925,Red Mesa Cantina,216,28,Tampa Bay,United States,"128 3rd St S, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.64,27.77,"Latin American, Mexican, Southwestern",25,Dollar($),No,No,,,,1,2,4.1,4.6,4.8,4.9,4.6,1629
17092257,BellaBrava,216,44,Tampa Bay,United States,"204 Beach Drive Northeast, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.63,27.77,"American, Italian, Seafood",25,Dollar($),No,No,,,,1,2,3.7,4,3.7,5,4.1,921
17092799,Ceviche Tapas Bar & Restaurant,216,42,Tampa Bay,United States,"10 Beach Dr, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.63,27.77,"Spanish, Tapas",25,Dollar($),No,No,,,,,2,3.9,3.9,3.8,4.8,4.1,986
17095222,The Moon Under Water,216,44,Tampa Bay,United States,"332 Beach Dr NE, St Petersburg, FL 33701",Downtown St Petersburg,"Downtown St Petersburg, Tampa Bay",-82.63,27.78,"British, Bar Food, Sandwich",25,Dollar($),No,No,,,,,2,3.8,3.6,4.1,4.9,4.1,1020
17092293,Berns Steak House,216,47,Tampa Bay,United States,"1208 S Howard Ave, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.48,27.93,"American, Desserts, Steak",70,Dollar($),No,No,,1,,1,4,4.5,4.6,4.9,4.8,4.7,3157
17102241,Boca Kitchen Bar Market,216,34,Tampa Bay,United States,"901 W. Platt St., Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.47,27.94,Breakfast,40,Dollar($),No,No,,,,,3,4.3,3.5,3.4,4.4,3.9,665
17102579,Edison: Food+Drink Lab,216,23,Tampa Bay,United States,"912 W Kennedy Blvd, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.47,27.94,International,70,Dollar($),No,No,,,,,4,3.9,3.9,3.4,4.4,3.9,373
17092801,Ceviche Tapas Bar & Restaurant,216,38,Tampa Bay,United States,"2500 W Azeele St, Tampa, FL 33609",Hyde Park,"Hyde Park, Tampa Bay",-82.49,27.94,"Breakfast, Spanish, Tapas",25,Dollar($),No,No,,,,,2,4.1,4.3,4.4,4.8,4.4,1007
17093273,Daily Eats,216,30,Tampa Bay,United States,"901 S Howard Avenue, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.48,27.94,"American, Burger",25,Dollar($),No,No,,,,1,2,4.3,4.3,4.3,4.7,4.4,803
17096198,Salt Rock Grill,216,40,Tampa Bay,United States,"19325 Gulf Blvd, Indian Shores, FL 33785",Indian Rocks/Indian Shores,"Indian Rocks/Indian Shores, Tampa Bay",-82.84,27.85,"American, Seafood, Steak",40,Dollar($),No,No,,,,1,3,4,4.3,3.8,4.7,4.2,1363
17095098,Mazzaros Italian Market,216,28,Tampa Bay,United States,"2909 22nd Ave N, St Petersburg, FL 33713",Kenwood,"Kenwood, Tampa Bay",-82.67,27.79,"Italian, Deli",10,Dollar($),No,No,,,,,1,5,4.8,4.9,4.9,4.9,1424
17093135,Conch Republic Grill,216,32,Tampa Bay,United States,"16699 Gulf Blvd, North Redington Beach, FL 33708",Madeira Beach/Redington Beach,"Madeira Beach/Redington Beach, Tampa Bay",-82.82,27.82,"Sandwich, Seafood, Steak",40,Dollar($),No,No,,,,,3,4.4,4.4,4.4,4.8,4.5,844
17095236,Mr. Dunderbaks Biergarten and Marketplatz,216,48,Tampa Bay,United States,"14929 Bruce B Downs Blvd, Tampa, FL 33612",New Tampa,"New Tampa, Tampa Bay",-82.41,28.08,"European, German",40,Dollar($),No,No,,,,,3,4.7,5,4.9,5,4.9,1413
17095979,Red Mesa Restaurant,216,32,Tampa Bay,United States,"4912 4th St N, St Petersburg, FL 33703",Northeast St Petersburg,"Northeast St Petersburg, Tampa Bay",-82.64,27.82,"Breakfast, Mexican",40,Dollar($),No,No,,,,,3,4.4,4.2,4.6,4.8,4.5,1203
17099856,Datz,216,44,Tampa Bay,United States,"2616 S Macdill Avenue, Tampa, FL 33629",Palma Ceia,"Palma Ceia, Tampa Bay",-82.49,27.92,"Desserts, Bar Food",40,Dollar($),No,No,,1,,,3,4.5,4.8,4.8,4.7,4.7,3074
17100307,Ellas Americana Folk Art Cafe,216,36,Tampa Bay,United States,"5119 N Nebraska Ave, Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.45,27.99,"International, Italian, Southern",40,Dollar($),No,No,,,,,3,4.8,4.6,4.8,5,4.8,1715
17093600,Taco Bus,216,33,Tampa Bay,United States,"913 E Hillsborough Ave, Tampa, FL 33604",Seminole Heights,"Seminole Heights, Tampa Bay",-82.45,28,"Mexican, Vegetarian",10,Dollar($),No,No,,,,,1,4.5,4.5,4.1,4.9,4.5,1868
17100547,The Refinery,216,40,Tampa Bay,United States,"5137 N. Florida Ave., Tampa, FL 33603",Seminole Heights,"Seminole Heights, Tampa Bay",-82.46,27.99,"Seafood, Steak",40,Dollar($),No,No,,,,,3,3.7,4.1,3.5,4.7,4,875
17093124,Columbia Restaurant,216,39,Tampa Bay,United States,"2117 E 7th Ave, Tampa, FL 33605",Ybor City,"Ybor City, Tampa Bay",-82.44,27.96,"Cuban, Spanish",40,Dollar($),No,No,,,,,3,4,4.5,4.6,4.5,4.4,1746
16608059,1918 Bistro & Grill,14,29,Tanunda,Australia,"94 Murray St, Tanunda, SA",Tanunda,"Tanunda, Tanunda",138.97,-34.52,"Modern Australian, Australian",30,Dollar($),No,No,,,,,3,4.2,4.3,4.2,4.9,4.4,339
16605194,Pig and Whistle,14,32,Trentham East,Australia,"Pearsons Rd, Trentham East, VIC",Trentham East,"Trentham East, Trentham East",144.41,-37.4,Australian,20,Dollar($),No,No,,,,,2,3.7,4,3.7,5,4.1,87
17678243,Buffalo Wild Wings,216,27,Valdosta,United States,"1553 Baytree Rd., Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.32,30.85,Bar Food,25,Dollar($),No,No,,,,,2,3.2,3.1,3.5,3.8,3.4,98
17678043,El Toreo Mexican Restaurant,216,47,Valdosta,United States,"1713 Gornto Rd, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.32,30.84,Mexican,25,Dollar($),No,No,,,,,2,2.9,2.8,3,3.7,3.1,83
17677978,306 North Restaurant,216,41,Valdosta,United States,"306 N Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.28,30.83,"Seafood, Southern",40,Dollar($),No,No,,,,,3,3.5,3.6,3.6,4.9,3.9,231
17677988,Austins Cattle Co,216,27,Valdosta,United States,"2101 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.32,30.82,"Burger, Seafood, Steak",40,Dollar($),No,No,,,,,3,3.3,3.5,3.4,4.6,3.7,216
17678231,Beijing Cafe,216,25,Valdosta,United States,"1715 C Norman Drive, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.32,30.84,"Asian, Chinese, Thai",35,Dollar($),No,No,,,,,3,3.4,3.9,3.8,4.1,3.8,185
17677990,Bleu Cafe,216,38,Valdosta,United States,"125 N Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.28,30.83,"Pizza, Sandwich",25,Dollar($),No,No,,,,,2,3.4,3.8,3.7,3.9,3.7,185
17677991,Bleu Pub,216,40,Valdosta,United States,"116 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.28,30.83,"Burger, Bar Food, Vegetarian",10,Dollar($),No,No,,,,,1,3.7,3.6,3.9,4,3.8,281
17678307,Bubba Jax Crab Shack,216,46,Valdosta,United States,"1700 W Hill Ave, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.31,30.82,"Fast Food, Seafood",40,Dollar($),No,No,,,,,3,3.4,3.3,3.2,4.9,3.7,137
17678276,Cheddars Scratch Kitchen,216,30,Valdosta,United States,"270 Norman Drive, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.32,30.82,American,25,Dollar($),No,No,,,,1,2,3.8,3.4,3.3,4.3,3.7,209
17678283,El Cazador,216,28,Valdosta,United States,"1600 N. Ashley St., Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.28,30.85,Mexican,10,Dollar($),No,No,,,,,1,3.5,3.4,3.7,4.2,3.7,168
17678222,Friends Grille and Bar,216,32,Valdosta,United States,"3338-B Country Club Rd, GA 31605",Valdosta,"Valdosta, Valdosta",-83.3,30.88,"American, Southern",25,Dollar($),No,No,,,,1,2,3.6,3.5,3.6,4.9,3.9,243
17678055,Giulios Greek & Italian Restaurant,216,25,Valdosta,United States,"105 E Ann St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.29,30.84,"Greek, Italian",40,Dollar($),No,No,,,,,3,3.4,3.8,3.9,4.1,3.8,221
17678326,La Jalisco Supermercato,216,41,Valdosta,United States,"1300 N. Ashley St., Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.28,30.85,Mexican,10,Dollar($),No,No,,,,,1,3.3,3.2,3.1,4.4,3.5,46
17678229,Masato Japanese,216,48,Valdosta,United States,"1337 Baytree Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.31,30.85,"Japanese, Sushi",25,Dollar($),No,No,,,,,2,3.6,3.5,4,4.5,3.9,262
17678097,Mom & Dads Italian Restaurant,216,26,Valdosta,United States,"4143 N Valdosta Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.33,30.9,Italian,25,Dollar($),No,No,,,,,2,3.4,3.4,3.3,4.7,3.7,183
17678216,Moris Japanese Steakhouse & Sushi Bar,216,42,Valdosta,United States,"1709 Norman Dr, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.32,30.84,"Japanese, Steak, Sushi",70,Dollar($),No,No,,,,,4,3.5,3.4,3.1,4,3.5,208
17678233,Passage 2 India,216,23,Valdosta,United States,"2910 N Ashley St Ste E, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.29,30.87,"Indian, Middle Eastern",25,Dollar($),No,No,,,,,2,3.7,3.8,3.6,4.1,3.8,245
17678148,Rodeo Mexican Restaurant,216,24,Valdosta,United States,"2801 N Ashley St, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.29,30.87,Mexican,25,Dollar($),No,No,,,,,2,3.7,3.8,3.3,4.4,3.8,199
17678291,Steel Magnolias,216,30,Valdosta,United States,"132 N. Patterson St, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.28,30.83,Southern,40,Dollar($),No,No,,,,,3,3.8,3.7,3.5,4.2,3.8,225
17678218,Smokn Pig B-B-Q,216,46,Valdosta,United States,"4228 N Valdosta Rd, Valdosta, GA 31602",Valdosta,"Valdosta, Valdosta",-83.33,30.9,BBQ,25,Dollar($),No,No,,,,,2,3.7,3.9,3.8,5,4.1,575
17558738,Blue House Cafe,216,35,Vernonia,United States,"919 Bridge St, Vernonia, OR 97064",Vernonia,"Vernonia, Vernonia",-123.2,45.86,"Coffee and Tea, Mediterranean",10,Dollar($),No,No,,,,,1,4.2,3.9,4.1,5,4.3,88
16608209,Anchorage Cafe Restaurant Wine Bar,14,46,Victor Harbor,Australia,"21 Flinders Parade, Victor Harbor, SA",Victor Harbor,"Victor Harbor, Victor Harbor",138.62,-35.55,"Coffee and Tea, Tapas, Australian",20,Dollar($),No,No,,,,,2,3.7,3.5,3.5,3.7,3.6,96
16654702,Lake House Restaurant,37,32,Vineland Station,Canada,"3100 N Service Rd, Vineland Station, ON L0R2E0",Vineland Station,"Vineland Station, Vineland Station",-79.38,43.19,"Italian, Mediterranean, Pizza",70,Dollar($),No,No,,,,,4,4,4.1,4.2,4.9,4.3,204
17697444,Masala Grill & Coffee House,216,37,Waterloo,United States,"911 W 23rd St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.46,42.52,"Indian, Middle Eastern",10,Dollar($),No,No,,,,,1,3.1,2.7,3.2,3.8,3.2,18
17696871,Brown Bottle The Cedar Falls,216,27,Waterloo,United States,"1111 Center St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.45,42.55,"Italian, Pizza, Vegetarian",25,Dollar($),No,No,,,,,2,3.5,3.7,3.6,4,3.7,134
17696891,Four Queens Dairy Cream,216,39,Waterloo,United States,"1310 W 1st St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.46,42.54,Desserts,10,Dollar($),No,No,,1,,,1,3.7,3.6,4,4.3,3.9,190
17696901,Hong Kong Chinese Restaurant,216,34,Waterloo,United States,"6306 University Ave, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.43,42.51,Chinese,10,Dollar($),No,No,,,,,1,3.5,3.6,3.3,4.8,3.8,136
17697384,HuHot Mongolian Grill,216,37,Waterloo,United States,"6301 University Ave, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.43,42.51,"Asian, Chinese",25,Dollar($),No,No,,,,,2,3.8,3.8,3.6,3.6,3.7,113
17697417,Js Homestyle Cooking,216,35,Waterloo,United States,"1724 West 31st Street, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.47,42.51,"American, Breakfast",10,Dollar($),No,No,,,,1,1,3.5,3.2,3.1,4.6,3.6,69
17696918,Montage,216,38,Waterloo,United States,"222 Main St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.45,42.54,"American, Italian, Seafood",40,Dollar($),No,No,,,,1,3,3.7,3.6,3.3,3.8,3.6,89
17696920,Mulligans Brick Oven Grill,216,41,Waterloo,United States,"205 E 18th St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.44,42.52,"Burger, Pizza, Sandwich",25,Dollar($),No,No,,,,,2,3.3,3.2,3.5,4.4,3.6,80
17697398,Sakura,216,24,Waterloo,United States,"5719 university avenue, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.43,42.51,"Japanese, Sushi",40,Dollar($),No,No,,,,,3,3.5,3.8,3.7,4.2,3.8,175
17697406,Scratch,216,48,Waterloo,United States,"315 Main St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.45,42.54,"Coffee and Tea, Desserts, Beverages",10,Dollar($),No,No,,1,,,1,3.3,3.4,3.5,4.6,3.7,136
17696941,SOHO Sushi Bar & Deli,216,29,Waterloo,United States,"119 Main St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.45,42.54,"Sandwich, Sushi, Tapas",25,Dollar($),No,No,,,,,2,3.4,3.7,3.1,4.2,3.6,114
17696955,Texas Roadhouse,216,32,Waterloo,United States,"5715 University Ave, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.43,42.51,"American, BBQ, Steak",25,Dollar($),No,No,,,,1,2,3.1,3.4,3.7,4.2,3.6,93
17696957,Tonys La Pizzeria,216,35,Waterloo,United States,"407 Main St, Cedar Falls, IA 50613",Cedar Falls,"Cedar Falls, Waterloo",-92.45,42.53,"Pizza, Sandwich",25,Dollar($),No,No,,,,,2,3.6,3.1,3.7,4,3.6,89
17697418,Chapala,216,48,Waterloo,United States,"900 La Porte Road, Waterloo, IA 50702",Waterloo,"Waterloo, Waterloo",-92.32,42.48,Mexican,25,Dollar($),No,No,,,,,2,3.3,3.1,3.7,4.3,3.6,69
17697386,Galleria de Paco,216,35,Waterloo,United States,"622 Commercial Street, Waterloo, IA 50701",Waterloo,"Waterloo, Waterloo",-92.34,42.49,American,40,Dollar($),No,No,,,,1,3,3.1,3.7,3.4,4.2,3.6,86
17697224,Golden China,216,41,Waterloo,United States,"106 Brookridge Dr, IA 50702",Waterloo,"Waterloo, Waterloo",-92.36,42.46,Chinese,10,Dollar($),No,No,,,,,1,3.3,3.6,3.7,4.2,3.7,73
17697304,Rudys Tacos,216,48,Waterloo,United States,"2401 Falls Avenue, IA 50701",Waterloo,"Waterloo, Waterloo",-92.38,42.5,Mexican,25,Dollar($),No,No,,,,,2,3.1,3.4,3.2,4.7,3.6,104
17697389,The Screaming Eagle,216,40,Waterloo,United States,"228 E 4th St., Waterloo, IA 50703",Waterloo,"Waterloo, Waterloo",-92.34,42.5,"American, Bar Food",10,Dollar($),No,No,,,,1,1,3.5,3.5,3.3,4.5,3.7,101
17697424,The Thai Bowl,216,34,Waterloo,United States,"624 Sycamore Street, Waterloo, IA 50703",Waterloo,"Waterloo, Waterloo",-92.34,42.5,Thai,10,Dollar($),No,No,,,,,1,3,3.1,3.1,4.8,3.5,58
17697332,Tokyo Japanese Steak House,216,36,Waterloo,United States,"1931 Sears Street, Waterloo, IA 50702",Waterloo,"Waterloo, Waterloo",-92.32,42.47,"Japanese, Steak, Sushi",25,Dollar($),No,No,,,,,2,3.7,3.6,3.6,4.7,3.9,156
17694056,Theo Yiannis Authentic Greek Restaurant,216,39,Weirton,United States,"322 American Way, Weirton, WV 26062",Weirton,"Weirton, Weirton",-80.53,40.4,"Burger, Greek, Sandwich",25,Dollar($),No,No,,,,,2,4,3.5,4,4.1,3.9,156
17559793,Fishpatricks Crabby Cafe,216,31,Winchester Bay,United States,"196 Bayfront Loop, Winchester Bay, OR 97467",Winchester Bay,"Winchester Bay, Winchester Bay",-124.18,43.68,"Burger, Seafood, Steak",25,Dollar($),No,No,,,,,2,3.1,2.9,2.9,3.9,3.2,16
16668008,Arigato Sushi,37,41,Yorkton,Canada,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.46,51.21,Asian,25,Dollar($),No,No,,,,,2,2.9,3.4,3.1,3.8,3.3,26
18212135,Dennys,214,24,Abu Dhabi,UAE,"Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah), Abu Dhabi",54.38,24.5,American,190,Emirati Diram(AED),No,No,,,,1,4,4.6,4.5,4.6,4.7,4.6,207
5704255,Famous Daves Barbecue,214,27,Abu Dhabi,UAE,"Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah), Abu Dhabi",54.38,24.5,American,260,Emirati Diram(AED),No,Yes,50%,,,1,4,4.1,4.8,4.8,4.7,4.6,376
5701978,Pizza Di Rocco,214,35,Abu Dhabi,UAE,"Near Corner of Salam and Al Falah Street (9th Street), Salam Street, Al Dhafrah, Abu Dhabi",Al Dhafrah,"Al Dhafrah, Abu Dhabi",54.38,24.49,"Italian, Pizza",150,Emirati Diram(AED),Yes,Yes,48%,,,,3,4.3,4.1,4.5,4.7,4.4,471
5701729,Sofra Istanbul,214,31,Abu Dhabi,UAE,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",Al Dhafrah,"Al Dhafrah, Abu Dhabi",54.37,24.48,"Turkish, Arabian, Middle Eastern",70,Emirati Diram(AED),No,No,,,,,2,3.9,4.1,4.2,5,4.3,224
5704168,Salt,214,48,Abu Dhabi,UAE,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",Al Mushrif,"Al Mushrif, Abu Dhabi",54.38,24.45,"Fast Food, Burger",100,Emirati Diram(AED),No,No,,,,,3,3.9,3.7,4.2,5,4.2,228
18277098,Genghis Grill,214,48,Abu Dhabi,UAE,"Level 2, Al Wahda Mall New Extension, Al Wahda, Abu Dhabi","Al Wahda Mall, Al Wahda","Al Wahda Mall, Al Wahda, Abu Dhabi",54.38,24.47,Asian,180,Emirati Diram(AED),No,No,,,,,4,4.2,4.5,4.8,4.9,4.6,81
5701446,Olive Garden,214,46,Abu Dhabi,UAE,"Level 3, Al Wahda Mall Extension, Al Wahda, Abu Dhabi","Al Wahda Mall, Al Wahda","Al Wahda Mall, Al Wahda, Abu Dhabi",54.37,24.47,"Italian, Pizza",230,Emirati Diram(AED),No,No,,,,,4,3.8,3.6,4.1,4.9,4.1,422
5700052,Cho Gao - Crowne Plaza Abu Dhabi,214,34,Abu Dhabi,UAE,"Crowne Plaza Abu Dhabi, Sheikh Hamdan Bin Mohammed Street, Al Markaziya, Abu Dhabi","Crowne Plaza Abu Dhabi, Al Markaziya","Crowne Plaza Abu Dhabi, Al Markaziya, Abu Dhabi",54.37,24.49,"Thai, Japanese, Chinese, Indonesian, Vietnamese",350,Emirati Diram(AED),Yes,Yes,54%,,,,4,4.4,4.5,4,4.7,4.4,246
5702418,Gazebo,214,46,Abu Dhabi,UAE,"Ground Level, Next to E-Max, Dalma Mall, Mussafah Sanaiya, Abu Dhabi","Dalma Mall, Mussafah Sanaiya","Dalma Mall, Mussafah Sanaiya, Abu Dhabi",54.52,24.33,"Indian, North Indian, Mughlai, Biryani",120,Emirati Diram(AED),Yes,Yes,43%,,,,3,4.1,3.9,3.6,4.4,4,355
5700386,Sangeetha Vegetarian Restaurant,214,27,Abu Dhabi,UAE,"Opposite Cristal Hotel, Behind KM Trading, Electra Street, Madinat Zayed, Abu Dhabi",Madinat Zayed,"Madinat Zayed, Abu Dhabi",54.36,24.49,"Indian, South Indian",60,Emirati Diram(AED),No,Yes,51%,,,,2,3.1,3.6,3.6,4.1,3.6,268
5704202,Hot Palayok,214,25,Abu Dhabi,UAE,"Food Court, Level 2, Madinat Zayed Shopping Centre, Madinat Zayed, Abu Dhabi","Madinat Zayed Shopping Centre, Madinat Zayed ","Madinat Zayed Shopping Centre, Madinat Zayed , Abu Dhabi",54.37,24.48,"Filipino, Japanese, Asian",100,Emirati Diram(AED),No,Yes,52%,,,,3,4.2,4.5,4.4,4.9,4.5,162
5701052,Applebees,214,24,Abu Dhabi,UAE,"Level 3, Mushrif Mall, Al Mushrif, Abu Dhabi","Mushrif Mall, Al Mushrif","Mushrif Mall, Al Mushrif, Abu Dhabi",54.41,24.43,"American, Mexican, Seafood",250,Emirati Diram(AED),No,Yes,55%,,,1,4,3.7,4.1,3.5,4.7,4,205
5704118,Tikka Tonight,214,34,Abu Dhabi,UAE,"Behind RAK Bank, Sanaiya ME11, Mussafah Sanaiya, Abu Dhabi",Mussafah Sanaiya,"Mussafah Sanaiya, Abu Dhabi",54.51,24.36,"Pakistani, Afghani, Indian, Hyderabadi",50,Emirati Diram(AED),No,Yes,43%,,,,2,4,4.1,4,3.9,4,277
5701548,Bait El Khetyar,214,29,Abu Dhabi,UAE,"Al Najda Street, Najda, Abu Dhabi",Najda,"Najda, Abu Dhabi",54.37,24.49,"Lebanese, Arabian, Middle Eastern",70,Emirati Diram(AED),No,Yes,49%,,,,2,4,4.1,3.5,4.4,4,380
18235425,Indian By Nature,214,44,Abu Dhabi,UAE,"Shop 2-3, Tolico Building, Behind Lebanese Roastery, Near National Hospital, Najda, Abu Dhabi",Najda,"Najda, Abu Dhabi",54.37,24.49,Indian,80,Emirati Diram(AED),Yes,Yes,47%,,,,3,4,4.4,4,4.8,4.3,180
5702615,Via Delhi,214,25,Abu Dhabi,UAE,"Near First Flight Couriers, Behind ADNOC Head Office, Salam Street, Najda Area, Najda, Abu Dhabi",Najda,"Najda, Abu Dhabi",54.37,24.49,"Indian, North Indian, Chinese",100,Emirati Diram(AED),No,Yes,38%,,,,3,3.9,3.8,3.6,4.7,4,525
5703500,Punjab Grill,214,39,Abu Dhabi,UAE,"Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi","Venetian Village, Al Maqtaa","Venetian Village, Al Maqtaa, Abu Dhabi",54.49,24.41,"Indian, North Indian",330,Emirati Diram(AED),Yes,No,,,,,4,4.9,4.8,4.9,5,4.9,216
18253896,Tamba,214,27,Abu Dhabi,UAE,"6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.36,24.49,Indian,500,Emirati Diram(AED),Yes,No,,,,,4,4.6,4.8,4.4,5,4.7,201
5701917,P.F. Changs,214,47,Abu Dhabi,UAE,"Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.36,24.49,Chinese,250,Emirati Diram(AED),No,No,,,,,4,4.2,3.7,4.4,4.5,4.2,435
5702574,The Cheesecake Factory,214,26,Abu Dhabi,UAE,"Level 1, Yas Mall, Yas Leisure Dr, Yas Island, Abu Dhabi","Yas Mall, Yas Island","Yas Mall, Yas Island, Abu Dhabi",54.61,24.49,"American, Desserts",200,Emirati Diram(AED),No,No,,1,,1,4,4.5,4.5,4.5,4.9,4.6,586
202321,The Farm,214,26,Dubai,UAE,"Al Barari Villas, Opposite Falcon City, Al Barari, Dubai",Al Barari,"Al Barari, Dubai",55.31,25.1,"Mediterranean, Italian, Thai, European",280,Emirati Diram(AED),Yes,No,,,,,3,3.8,3.9,3.7,4.2,3.9,927
